PARTICIPANT ID,GENDER,TOTAL_EVENTS,THERE15,THERE14,THERE13,THERE12,AVGTIME
231,0,6,0,0,0,1,13620.0
232,0,1,1,0,0,0,11660.0
233,0,2,0,1,0,0,16791.0
234,0,1,0,1,0,0,18302.0
235,1,1,1,0,0,0,22415.0
236,1,7,0,1,1,0,17279.5
237,0,3,0,0,1,0,17029.0
238,0,1,0,0,1,0,18098.0
239,0,1,1,0,0,0,17883.0
240,1,3,0,0,1,0,14345.0
241,0,1,0,0,1,0,16019.0
242,0,1,0,0,0,1,16611.0
243,0,1,0,0,0,1,12913.0
244,0,1,0,1,0,0,17074.0
245,0,1,1,0,0,0,15879.0
246,1,4,0,0,1,0,14335.0
247,0,8,0,1,0,0,14345.0
248,1,2,1,0,0,0,17830.0
249,1,5,0,0,1,0,15479.0
250,1,1,1,0,0,0,15134.0
251,0,1,0,0,0,0,21600.0
252,1,1,0,0,1,0,15264.0
253,0,1,0,0,0,0,21600.0
254,0,1,1,0,0,0,17506.0
255,0,1,0,1,0,0,19844.0
256,0,1,1,0,0,0,18590.0
257,1,2,0,0,0,1,16438.0
258,0,9,1,0,1,0,13810.0
259,0,7,0,1,0,0,16740.0
260,0,3,0,1,1,0,20253.0
261,1,2,1,0,0,0,22483.0
262,0,1,1,0,0,0,17428.0
263,0,1,0,1,0,0,17506.0
264,0,1,0,1,0,0,18392.0
265,0,2,1,1,0,0,14986.5
266,0,2,0,1,1,0,16516.5
267,0,1,0,0,1,0,21600.0
268,0,1,0,1,0,0,21757.0
269,0,1,1,0,0,0,12640.0
270,0,6,1,0,0,0,15450.0
271,0,1,0,0,0,0,21600.0
272,0,2,1,0,0,0,14461.0
273,0,2,0,0,0,0,21600.0
274,0,3,1,0,0,0,14666.0
275,0,2,0,0,1,1,17598.5
276,1,1,0,1,0,0,17663.0
277,0,1,1,0,0,0,18346.0
278,0,1,1,0,0,0,11888.0
279,0,1,0,0,0,0,21600.0
280,0,2,0,0,1,0,15640.0
281,0,1,1,0,0,0,15737.0
282,0,7,0,1,0,1,14847.0
283,0,1,1,0,0,0,18052.0
284,1,3,1,0,0,0,17856.0
285,0,1,0,1,0,0,18477.0
286,0,5,0,0,1,0,15438.0
287,0,1,1,0,0,0,12651.0
288,0,1,0,1,0,0,12355.0
289,0,1,0,1,0,0,21600.0
290,0,2,1,0,0,0,17053.0
291,0,6,1,0,0,0,16807.0
292,0,1,0,0,0,0,21600.0
293,0,1,0,0,0,1,16471.0
294,0,1,0,0,1,0,17518.0
295,1,1,0,1,0,0,19033.0
296,0,3,0,0,1,1,14429.5
297,0,1,0,0,0,0,21600.0
298,0,1,1,0,0,0,15777.0
299,1,3,1,0,0,0,18790.0
300,0,1,0,0,0,0,21600.0
301,1,1,0,1,0,0,16985.0
302,0,11,0,0,0,0,21600.0
303,0,2,1,0,0,0,18077.0
304,0,1,0,1,0,0,19319.0
305,0,1,0,0,0,1,14887.0
306,0,1,1,0,0,0,16603.0
307,0,2,0,0,1,1,13635.0
308,0,1,1,0,0,0,16600.0
309,0,1,1,0,0,0,15170.0
310,1,2,0,0,0,1,17110.0
311,0,1,0,0,0,0,21600.0
312,1,1,0,0,0,1,15413.0
313,0,1,1,0,0,0,22291.0
314,0,1,1,0,0,0,11495.0
315,0,25,0,0,0,1,13235.5
316,0,2,1,0,0,0,19715.0
317,1,4,0,0,1,0,16909.0
318,0,1,1,0,0,0,17252.0
319,0,5,1,0,1,1,12329.3333333
320,0,1,1,0,0,0,15292.0
321,0,4,0,1,1,1,13196.3333333
322,0,17,0,0,1,0,15080.0
323,0,12,0,0,0,0,11830.0
324,1,1,0,0,0,0,21600.0
325,0,1,0,0,0,0,21600.0
326,0,1,1,0,0,0,21479.0
327,1,3,0,1,0,0,18730.0
328,0,3,0,1,0,0,23544.0
329,0,1,0,1,0,0,16336.0
330,0,1,1,0,0,0,17187.0
331,0,35,0,1,0,0,14825.5
332,1,37,0,0,0,1,18842.0
333,0,2,0,0,1,0,11198.0
334,0,2,0,1,0,0,13817.0
335,0,6,1,0,0,0,18218.0
336,0,2,0,0,1,0,19322.5
337,0,3,1,0,1,0,12114.5
338,0,1,0,0,0,0,21600.0
339,0,1,1,0,0,0,15632.0
340,0,1,0,0,0,0,21600.0
341,1,2,1,0,0,0,13744.0
342,0,6,0,1,0,0,15682.5
343,0,4,0,0,1,0,11893.5
344,0,6,0,0,0,1,16219.0
345,1,7,0,0,0,1,14836.0
346,0,1,1,0,0,0,17682.0
347,0,4,0,0,1,0,19914.0
348,1,4,0,1,0,0,24759.0
349,0,14,0,0,1,0,15043.0
350,0,3,0,0,1,1,13324.0
351,0,1,0,0,0,0,21600.0
352,0,1,0,0,1,0,15014.0
353,1,6,1,1,0,0,26521.0
354,0,1,0,1,0,0,13221.0
355,0,4,1,0,0,0,17819.0
356,0,1,1,0,0,0,17465.0
357,0,3,0,0,0,1,13738.0
358,0,2,0,0,0,1,13270.0
359,0,10,0,1,0,0,13775.0
360,0,1,1,0,0,0,17576.0
361,0,1,0,0,0,0,21600.0
362,0,1,1,0,0,0,16476.0
363,1,2,0,0,0,1,16120.0
364,1,5,0,0,1,0,13812.0
365,0,1,0,0,0,0,21600.0
366,1,1,0,0,0,0,21600.0
367,0,2,0,0,1,0,21600.0
368,0,1,0,0,0,1,16962.0
369,0,1,1,0,0,0,14352.0
370,0,1,0,1,0,0,17718.0
371,0,4,0,0,1,0,14058.0
372,1,2,0,1,0,0,22804.0
373,1,1,1,0,0,0,19301.0
374,0,2,0,0,0,0,21600.0
375,0,7,0,1,0,0,15082.0
376,0,1,0,1,0,0,12256.0
377,0,1,0,0,1,0,12285.0
378,0,1,0,0,1,0,19927.0
379,0,10,1,1,1,0,18377.0
380,0,1,1,0,0,0,23626.0
381,0,2,1,0,0,0,17595.0
382,0,1,1,0,0,0,19577.0
383,1,6,0,0,1,0,16865.0
384,0,82,0,1,0,0,11434.7142857
385,0,3,0,0,0,0,21600.0
386,0,1,0,0,0,0,21600.0
387,0,21,0,1,0,1,16799.0
388,0,2,0,0,0,0,21600.0
389,0,1,0,1,0,0,18260.0
390,0,1,0,0,0,0,21600.0
391,0,1,1,0,0,0,21600.0
392,0,1,0,0,0,0,21600.0
393,1,2,1,0,0,0,13914.0
394,0,12,1,0,0,0,14402.0
395,1,1,0,0,0,0,21600.0
396,0,1,1,0,0,0,11968.0
397,1,1,1,0,0,0,14943.0
398,0,2,0,1,0,0,13237.5
399,1,2,1,0,0,0,17713.0
400,0,1,1,0,0,0,21157.0
401,1,2,0,1,0,0,17652.0
402,0,3,0,0,0,0,21600.0
403,0,2,1,0,0,0,16058.0
404,0,3,0,0,1,0,12942.0
405,0,3,0,0,1,0,14801.0
406,0,1,1,0,0,0,21613.0
407,0,1,0,0,0,1,14565.0
408,0,1,0,0,0,1,16402.0
409,0,2,0,0,1,0,23819.0
410,0,14,0,0,1,0,16093.6666667
411,0,2,1,0,0,0,16826.0
412,1,3,1,0,0,0,15567.5
413,0,1,1,0,0,0,23156.0
414,0,2,1,0,0,0,14355.0
415,0,5,0,0,0,1,12032.0
416,0,3,0,1,0,0,18632.0
417,0,1,0,1,0,0,15850.0
418,0,1,0,0,0,1,13702.0
419,0,13,0,1,0,0,12867.0
420,0,5,0,1,1,0,17793.0
421,0,14,0,0,1,1,18171.0
422,0,1,0,0,1,0,14378.0
423,0,2,0,0,0,1,14290.0
424,1,7,0,1,0,0,18511.0
425,0,4,1,0,0,0,19623.0
426,1,4,0,1,0,0,20039.0
427,1,2,0,0,0,0,21600.0
428,0,5,0,0,0,1,13996.0
429,1,1,0,0,0,0,21600.0
430,0,1,0,0,1,0,15059.0
431,1,1,0,0,0,1,15292.0
432,1,8,0,1,1,0,14948.0
433,1,1,0,1,0,0,12498.0
434,1,3,0,1,0,0,14611.0
435,0,1,1,0,0,0,14380.0
436,0,1,1,0,0,0,14857.0
437,0,3,0,0,1,0,13220.0
438,1,3,0,0,0,1,14090.0
439,1,2,1,0,0,0,19499.0
440,1,1,0,1,0,0,23831.0
441,0,1,0,1,0,0,21600.0
442,0,17,0,0,0,1,12428.5
443,0,16,0,0,0,1,12404.0
444,0,1,1,0,0,0,14485.0
445,0,2,0,0,1,0,13885.0
446,0,1,0,0,1,0,21171.0
447,1,1,0,0,0,1,17037.0
448,0,1,1,0,0,0,15013.0
449,0,2,0,0,1,0,19341.0
450,0,1,0,0,1,0,21600.0
451,0,3,1,1,0,0,13418.5
452,1,1,0,0,1,0,15233.0
453,1,1,0,1,0,0,17781.0
454,0,1,1,0,0,0,12913.0
455,0,3,0,1,0,0,20477.0
456,0,4,1,0,0,0,13002.0
457,1,1,1,0,0,0,15031.0
458,0,1,0,0,0,0,21600.0
459,1,1,0,1,0,0,13902.0
460,0,1,0,0,1,0,16628.0
461,0,9,0,0,1,0,12883.0
462,1,1,0,0,0,1,15591.0
463,1,10,0,1,0,0,18368.0
464,0,1,0,1,0,0,11815.0
465,1,1,0,0,1,0,15499.0
466,1,1,0,0,0,0,21600.0
467,0,1,1,0,0,0,11891.0
468,0,4,0,0,1,1,14975.5
469,0,2,1,0,0,0,11719.0
470,0,1,0,1,0,0,15319.0
471,0,1,0,0,0,0,21600.0
472,0,1,0,0,0,0,21600.0
473,0,1,0,0,1,0,14426.0
474,0,2,0,0,0,1,16048.0
475,0,6,1,0,0,0,15452.0
476,0,22,0,0,1,1,14292.0
477,0,2,0,1,0,0,13815.0
478,0,3,1,1,0,0,17552.5
479,0,1,1,0,0,0,12559.0
480,0,1,0,1,0,0,16763.0
481,0,9,0,1,0,0,16333.0
482,0,9,0,0,0,1,12483.0
483,0,22,0,1,0,0,15509.0
484,0,1,0,0,1,0,13854.0
485,1,1,1,0,0,0,20486.0
486,0,31,0,0,1,0,18229.3333333
487,1,2,0,0,0,1,13759.0
488,0,1,1,0,0,0,14191.0
489,0,4,0,0,1,1,16370.5
490,0,3,1,0,0,0,9925.0
491,0,1,1,0,0,0,19192.0
492,0,2,0,0,1,0,13186.0
493,1,1,1,0,0,0,15416.0
494,0,3,1,0,0,0,17958.0
495,0,3,0,0,0,1,16386.0
496,0,2,0,0,0,0,21600.0
497,1,3,0,0,0,1,12634.5
498,0,1,0,0,0,1,11760.0
499,1,1,0,1,0,0,21956.0
500,1,3,0,0,1,1,14684.5
501,0,1,0,0,0,1,13468.0
502,1,2,0,0,0,0,21600.0
503,0,2,0,1,0,0,23344.0
504,1,1,0,0,0,0,21600.0
505,1,1,0,0,0,1,15080.0
506,1,1,0,0,1,0,16099.0
507,1,7,0,1,0,0,19673.0
508,0,1,1,0,0,0,12262.0
509,0,1,0,0,0,0,21600.0
510,0,9,0,0,1,0,21600.0
511,0,1,0,0,0,0,21600.0
512,0,2,0,1,0,0,15851.0
513,0,2,0,0,0,0,21600.0
514,0,2,0,1,0,0,18189.0
515,0,12,0,0,0,1,16169.5
516,0,1,0,0,0,0,21600.0
517,0,3,0,0,0,1,11639.0
518,0,2,1,0,0,0,16671.0
519,0,1,0,0,0,0,21600.0
520,0,1,1,0,0,0,14750.0
521,0,4,0,0,1,0,15929.0
522,1,1,0,0,1,0,20371.0
523,0,2,1,1,0,0,15809.5
524,0,1,1,0,0,0,16452.0
525,0,1,1,0,0,0,16225.0
526,0,2,0,0,0,0,21600.0
527,1,1,0,1,0,0,21716.0
528,0,2,0,1,0,0,13961.0
529,0,2,0,1,0,0,11711.0
530,0,4,0,0,1,0,13611.0
531,0,5,0,1,0,0,18313.0
532,1,1,0,1,0,0,21749.0
533,0,2,0,0,0,1,14033.0
534,0,1,1,0,0,0,15569.0
535,1,1,1,0,0,0,17625.0
536,1,3,1,0,0,0,21349.0
537,0,1,1,0,0,0,18044.0
538,0,1,1,0,0,0,19259.0
539,0,3,1,0,0,0,12531.0
540,1,2,1,0,0,0,17758.0
541,0,1,0,0,1,0,12761.0
542,1,1,1,0,0,0,23153.0
543,0,2,0,1,0,0,15417.0
544,1,1,1,0,0,0,14337.0
545,0,6,0,0,0,0,21600.0
546,0,1,0,1,0,0,24526.0
547,1,1,0,0,0,0,21600.0
548,0,4,0,1,0,1,13040.6666667
549,0,18,0,0,1,0,16465.0
550,1,1,0,1,0,0,17464.0
551,1,21,0,0,0,1,12892.5
552,0,1,0,0,0,0,21600.0
553,0,1,1,0,0,0,18909.0
554,0,3,0,0,1,0,15768.0
555,0,3,0,0,1,0,13962.0
556,0,1,1,0,0,0,18026.0
557,1,6,0,0,1,0,14995.5
558,0,2,0,0,0,0,21600.0
559,1,2,0,0,0,0,21600.0
560,0,1,1,0,0,0,15007.0
561,0,1,0,1,0,0,18666.0
562,0,1,0,1,0,0,20347.0
563,0,1,0,0,1,0,13822.0
564,0,7,0,0,1,1,12417.0
565,0,1,0,0,0,0,21600.0
566,0,1,0,0,0,0,21600.0
567,0,1,1,0,0,0,17217.0
568,1,1,0,0,0,0,21600.0
569,0,1,0,0,1,0,14876.0
570,0,1,1,0,0,0,19358.0
571,0,1,0,1,0,0,14970.0
572,0,1,0,0,0,1,16827.0
573,0,5,1,0,0,0,17942.0
574,0,2,1,0,0,0,16051.0
575,0,1,1,0,0,0,12578.0
576,0,1,0,1,0,0,19690.0
577,0,16,1,1,1,1,16107.0
578,0,1,1,0,0,0,16514.0
579,0,1,0,0,1,0,21600.0
580,0,5,1,0,0,0,13916.0
581,0,2,0,0,1,0,13812.0
582,0,1,0,1,0,0,17956.0
583,0,5,0,1,0,0,18017.0
584,0,1,1,0,0,0,15585.0
585,0,1,1,0,0,0,13333.0
586,1,5,0,0,1,0,20840.0
587,0,1,1,0,0,0,16223.0
588,1,4,0,1,1,0,20638.5
589,0,6,0,1,0,0,21049.0
590,0,3,0,1,0,0,13871.0
591,0,3,1,0,0,0,14285.0
592,1,5,0,1,0,0,15549.0
593,0,4,0,1,0,0,17081.0
594,0,5,0,0,0,1,11720.0
595,0,1,0,0,0,1,13095.0
596,1,1,0,1,0,0,13925.0
597,0,1,0,0,1,0,16396.0
598,0,1,1,0,0,0,20676.0
599,1,1,0,0,0,0,21600.0
600,0,5,0,0,0,0,21600.0
601,1,2,1,0,0,0,17707.0
602,1,1,1,0,0,0,17092.0
603,0,3,0,0,1,0,15732.0
604,0,2,1,0,0,0,24608.0
605,1,1,0,0,0,0,21600.0
606,1,4,0,0,1,0,18621.0
607,0,1,1,0,0,0,15956.0
608,1,1,1,0,0,0,18611.0
609,0,4,0,0,0,1,15437.0
610,0,14,0,0,0,1,14801.6666667
611,0,1,0,0,1,0,14446.0
612,0,1,1,0,0,0,14958.0
613,0,15,0,0,1,1,18641.0
614,0,1,1,0,0,0,17992.0
615,0,4,0,0,1,0,16086.0
616,0,1,1,0,0,0,20639.0
617,0,1,0,0,0,0,21600.0
618,0,2,1,0,0,0,15023.0
619,1,1,0,1,0,0,17054.0
620,0,1,0,1,0,0,13716.0
621,1,3,0,0,0,0,21600.0
622,0,1,0,1,0,0,21170.0
623,0,1,1,0,0,0,13316.0
624,0,3,0,0,1,0,12767.0
625,0,1,1,0,0,0,13105.0
626,0,1,0,0,1,0,17892.0
627,1,1,1,0,0,0,22248.0
628,1,7,0,1,0,0,17645.0
629,0,4,0,1,0,0,11091.0
630,0,3,1,0,0,0,17274.0
631,1,1,0,1,0,0,22167.0
632,0,2,0,0,1,0,11748.0
633,0,1,1,0,0,0,21582.0
634,0,4,0,0,0,1,13920.0
635,0,5,1,1,0,1,18926.6666667
636,1,1,0,0,0,1,14948.0
637,0,1,0,0,0,1,11939.0
638,0,7,1,1,1,0,14172.0
639,0,2,0,0,0,0,21600.0
640,0,1,0,0,0,0,21600.0
641,0,1,1,0,0,0,14012.0
642,0,4,0,0,0,1,13989.0
643,0,1,0,0,0,0,21600.0
644,0,1,1,0,0,0,14913.0
645,0,7,0,0,1,0,14737.0
646,1,1,0,0,0,0,21600.0
647,0,1,1,0,0,0,18326.0
648,0,1,0,1,0,0,11407.0
649,0,17,0,0,1,0,19328.5
650,0,3,0,0,0,1,15166.0
651,0,1,0,0,1,0,14628.0
652,0,1,0,0,0,0,21600.0
653,0,11,0,0,1,0,12375.5
654,0,12,0,1,0,0,21600.0
655,0,1,0,0,0,1,14086.0
656,0,2,1,0,0,0,12845.0
657,0,5,0,1,1,0,12557.5
658,1,1,0,0,1,0,14100.0
659,0,2,0,0,0,1,13124.0
660,0,1,0,0,1,0,14235.0
661,0,5,0,1,0,0,19997.0
662,0,1,0,0,0,1,14423.0
663,1,1,0,0,0,0,21600.0
664,1,3,0,1,0,1,17237.0
665,0,2,0,0,0,1,16369.0
666,0,1,0,0,1,0,14423.0
667,1,9,0,0,0,0,21600.0
668,0,2,0,0,0,0,21600.0
669,0,5,0,0,0,1,10450.0
670,0,2,1,0,0,0,15517.0
671,0,4,0,1,0,1,14540.0
672,0,1,0,1,0,0,14896.0
673,0,5,1,0,1,1,13252.0
674,0,3,0,0,0,1,15372.0
675,0,1,1,0,0,0,14086.0
676,0,7,0,0,1,0,10173.0
677,0,6,0,0,1,0,11496.0
678,0,1,1,0,0,0,17412.0
679,0,2,0,0,0,0,21600.0
680,0,1,0,1,0,0,18213.0
681,1,6,1,0,0,0,16316.0
682,1,1,1,0,0,0,17283.0
683,0,1,1,0,0,0,16069.0
684,0,5,0,0,1,0,13012.0
685,1,1,1,0,0,0,16390.0
686,0,1,1,0,0,0,16071.0
687,0,8,0,0,1,0,10539.0
688,0,1,1,0,0,0,13521.0
689,0,1,0,1,0,0,11589.0
690,0,4,0,1,0,0,21600.0
691,0,2,0,1,0,0,14996.0
692,1,3,0,0,1,0,17682.0
693,0,1,1,0,0,0,14670.0
694,0,1,0,0,1,0,18646.0
695,0,1,1,0,0,0,12564.0
696,0,1,1,0,0,0,21178.0
697,1,1,0,0,0,0,21600.0
698,0,1,1,0,0,0,11644.0
699,0,22,0,1,0,1,10534.0
700,0,2,0,0,0,0,21600.0
701,0,2,1,0,0,0,13830.0
702,0,2,1,0,0,0,17116.0
703,1,1,0,0,0,0,21600.0
704,0,2,0,0,1,0,14414.0
705,0,4,0,0,0,1,13424.0
706,0,1,0,0,0,1,12540.0
707,0,1,0,0,0,0,21600.0
708,0,8,0,0,0,1,14733.0
709,0,2,1,0,0,0,14931.0
710,1,1,0,0,0,1,13883.0
711,0,5,0,1,0,0,14869.0
712,0,2,0,1,0,0,18356.0
713,0,1,0,0,0,0,21600.0
714,0,1,0,1,0,0,16296.0
715,0,1,1,0,0,0,13990.0
716,0,2,0,0,0,0,21600.0
717,0,1,1,0,0,0,16165.0
718,0,1,0,0,1,0,12148.0
719,0,3,1,0,0,0,14909.0
720,0,1,0,0,1,0,18695.0
721,0,22,0,1,0,1,15159.0
722,1,4,0,1,0,0,21323.0
723,0,1,1,0,0,0,15554.0
724,0,7,0,1,0,1,18164.0
725,0,1,0,0,0,0,21600.0
726,0,1,0,0,0,0,21600.0
727,0,1,0,1,0,0,14213.0
728,0,1,1,0,0,0,13835.0
729,0,1,1,0,0,0,14445.0
